起きます,おきます,to get up \ to wake up
寝ます,ねます,to sleep \ to go to bed
働きます,はたらきます,to work
休みます,やすみます,to rest \ to take a break \ to take time off
勉強します,べんきょうします,to study
終わります,おわります,to finish \ to end
デパート,デパート,department store
銀行,ぎんこう,bank
郵便局,ゆうびんきょく,post office
図書館,としょかん,library
美術館,びじゅつかん,art museum
今,いま,now
〜時,～じ,~ o’clock
〜分,～ふん,~ minutes
半,はん,half past (30 minutes)
何時,なんじ,what time?
何分,なんぷん,what minute?
午前,ごぜん,AM \ morning (before noon)
午後,ごご,PM \ afternoon\evening (after noon)
朝,あさ,morning
昼,ひる,noon \ midday \ daytime\ lunch
晩,ばん,evening \ night
夜,よる,night (after dark)
一昨日,おととい,the day before yesterday
昨日,きのう,yesterday
今日,きょう,today
明日,あした,tomorrow
明後日,あさって,the day after tomorrow
今朝,けさ,this morning
今晩,こんばん,this evening \ tonight
休み,やすみ,rest \ holiday \ absence
昼休み,ひるやすみ,lunch break
毎朝,まいあさ,every morning
毎晩,まいばん,every evening \ every night
毎日,まいにち,every day
月曜日,げつようび,Monday
火曜日,かようび,Tuesday
水曜日,すいようび,Wednesday
木曜日,もくようび,Thursday
金曜日,きんようび,Friday
土曜日,どようび,Saturday
日曜日,にちようび,Sunday
何曜日,なんようび,what day of the week?
番号,ばんごう,number
何番,なんばん,what number?
〜から,～から,from ~
〜まで,～まで,until ~ \ to ~
?,～と～,and (noun connector)
?,そちら,that way \ there \ you (polite)
大変ですね,たいへんですね,"That’s tough, isn’t it?"
?,えーと,um… \ let me see…
お願いします,おねがいします,please \ I request
?,かしこまりました,“Certainly \ Understood (very polite)”
?,おといあわせのばんごう,inquiry number \ reference number
?,どうもありがとうございました,Thank you very much (for what you did).
ニューヨーク,ニューヨーク,New York
?,ペキン,Beijing
ロンドン,ロンドン,London
バンコク,バンコク,Bangkok
ロサンゼルス,ロサンゼルス,Los Angeles
